category,sub_category,arrest_made,latitude,longitude
ROBBERY,ARMED: HANDGUN,N,41.942661185,-87.732742647
ROBBERY,ARMED: HANDGUN,N,41.79965764,-87.719666552
ROBBERY,ARMED: HANDGUN,N,41.879116997,-87.757646932
ROBBERY,ARMED: HANDGUN,N,41.747674239,-87.600980265
ROBBERY,ARMED: HANDGUN,N,41.871934623,-87.69966662
ROBBERY,ARMED: HANDGUN,N,41.88577687,-87.73134035
ROBBERY,ARMED: HANDGUN,N,41.91424467,-87.726469321
ROBBERY,ARMED: HANDGUN,N,41.893040304,-87.753085132
OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,Y,41.924625778,-87.71509346
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.784493498,-87.699098366
BATTERY,AGGRAVATED: HANDGUN,N,41.7210247,-87.676415067
ROBBERY,ARMED: HANDGUN,N,41.766600558,-87.64199213
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.861628615,-87.655224056
ROBBERY,ARMED: HANDGUN,N,41.866225191,-87.721167065
BATTERY,AGGRAVATED: HANDGUN,N,41.884152322,-87.672932576
ROBBERY,ARMED: HANDGUN,N,41.927968665,-87.644761576
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.792425533,-87.622403855
ASSAULT,AGGRAVATED: HANDGUN,N,41.713753878,-87.642987258
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.789770964,-87.653547068
ROBBERY,ARMED: HANDGUN,N,41.879437262,-87.750413773
ROBBERY,ARMED: HANDGUN,N,41.966254692,-87.743085232
ASSAULT,AGGRAVATED: HANDGUN,N,41.823077765,-87.641054724
ASSAULT,AGGRAVATED: HANDGUN,N,41.657321922,-87.606022826
ASSAULT,AGGRAVATED PO: HANDGUN,Y,41.8675831,-87.70081835
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.738163248,-87.576953663
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.904417118,-87.730030169
ASSAULT,AGGRAVATED: HANDGUN,N,41.899945921,-87.627798561
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.710103502,-87.642916444
ROBBERY,ARMED: HANDGUN,N,41.876265763,-87.651863802
ROBBERY,ARMED: HANDGUN,N,41.74258524,-87.665671642
ROBBERY,ARMED: HANDGUN,N,41.8880146,-87.631033159
ASSAULT,AGGRAVATED: HANDGUN,N,41.700925191,-87.618469088
ROBBERY,ARMED: HANDGUN,N,41.89190808,-87.755490028
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,42.021610667,-87.673072476
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.760183305,-87.557984098
ASSAULT,AGGRAVATED: HANDGUN,N,41.882301097,-87.760545114
ROBBERY,ARMED: HANDGUN,N,41.772595427,-87.699314571
ASSAULT,AGGRAVATED: HANDGUN,N,41.694225383,-87.597885142
ROBBERY,ARMED: HANDGUN,N,41.774358571,-87.623967179
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.887774472,-87.755336309
ASSAULT,AGGRAVATED: HANDGUN,N,41.851472218,-87.730014078
ROBBERY,ARMED: HANDGUN,N,41.877906907,-87.731443592
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.79198564,-87.643882981
ROBBERY,ARMED: HANDGUN,N,41.756689862,-87.663593994
ROBBERY,ARMED: HANDGUN,N,41.893991573,-87.683232842
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.863749929,-87.716561346
ROBBERY,ARMED: HANDGUN,N,41.925031005,-87.700817132
ROBBERY,ARMED: HANDGUN,N,41.844445471,-87.710214089
ASSAULT,AGGRAVATED: HANDGUN,N,41.811382575,-87.6992
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.883565212,-87.684028938
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.769874082,-87.656671484
BATTERY,AGGRAVATED: HANDGUN,N,41.848494607,-87.679359087
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.701079946,-87.62085126
ROBBERY,ARMED: HANDGUN,N,42.01158435,-87.664698279
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.744112137,-87.715406469
ROBBERY,ARMED: HANDGUN,N,41.777575141,-87.637471128
ASSAULT,AGGRAVATED: HANDGUN,Y,41.866389063,-87.707276938
BATTERY,AGGRAVATED: HANDGUN,N,41.690486111,-87.627851381
ROBBERY,ARMED: HANDGUN,N,41.779808274,-87.602873227
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.858185975,-87.712745747
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.74753544,-87.549176566
ASSAULT,AGGRAVATED: HANDGUN,N,41.677661758,-87.652872258
ROBBERY,ARMED: HANDGUN,N,41.900079859,-87.718904349
BATTERY,AGGRAVATED: HANDGUN,N,41.898184799,-87.745879628
ROBBERY,ARMED: HANDGUN,N,41.95109036,-87.656581617
ASSAULT,AGGRAVATED: HANDGUN,N,41.866213641,-87.686029177
ASSAULT,AGGRAVATED: HANDGUN,N,41.897935239,-87.711512559
ASSAULT,AGGRAVATED: HANDGUN,N,41.76522681,-87.609211395
ASSAULT,AGGRAVATED: HANDGUN,Y,41.905360932,-87.694476097
BATTERY,AGGRAVATED: HANDGUN,N,41.932509651,-87.707442953
ROBBERY,ARMED: HANDGUN,N,41.849069873,-87.623711271
ROBBERY,ARMED: HANDGUN,N,41.934968289,-87.763260539
ROBBERY,ARMED: HANDGUN,N,41.880161534,-87.770170439
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.77251585,-87.708835827
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.890447909,-87.748936419
BATTERY,AGGRAVATED: HANDGUN,N,41.671747909,-87.640504432
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.910909022,-87.688450758
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.909508323,-87.755228459
BATTERY,AGGRAVATED: HANDGUN,N,41.731256482,-87.563417128
ROBBERY,ARMED: HANDGUN,N,41.751317093,-87.602456059
ROBBERY,ARMED: HANDGUN,N,41.77268594,-87.605758495
ROBBERY,ARMED: HANDGUN,N,41.74830225,-87.550955539
ROBBERY,ARMED: HANDGUN,N,41.868544781,-87.771785041
ROBBERY,ARMED: HANDGUN,N,41.877585052,-87.627666361
BATTERY,AGGRAVATED: HANDGUN,N,41.885496427,-87.726546823
BATTERY,AGGRAVATED: HANDGUN,N,41.896996305,-87.76547163
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.86640116,-87.705973505
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.77176323,-87.649437133
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.656253677,-87.61727634
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.872583748,-87.721704877
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748049014,-87.645181481
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.876227537,-87.721596698
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.791436319,-87.663283758
ROBBERY,ARMED: HANDGUN,N,41.884790951,-87.624469241
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.91216049,-87.725184818
BATTERY,AGGRAVATED: HANDGUN,N,41.902298186,-87.751223409
ROBBERY,ARMED: HANDGUN,N,41.794037951,-87.663762731
ASSAULT,AGGRAVATED: HANDGUN,N,41.89318177,-87.6345943
ROBBERY,ARMED: HANDGUN,N,41.887909065,-87.746164753
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.751317167,-87.563800456
ROBBERY,ARMED: HANDGUN,N,41.880773152,-87.721810393
BATTERY,AGGRAVATED: HANDGUN,N,41.685152493,-87.636622782
BATTERY,AGGRAVATED: HANDGUN,N,41.881526236,-87.698756638
ROBBERY,ARMED: HANDGUN,N,41.970229751,-87.712659595
ROBBERY,ARMED: HANDGUN,N,41.78701723,-87.645505595
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748194489,-87.641530025
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.787175667,-87.636278283
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750287826,-87.564996439
ASSAULT,AGGRAVATED: HANDGUN,N,41.758382737,-87.599297178
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.747642342,-87.546749353
ROBBERY,ARMED: HANDGUN,N,41.730048219,-87.553536385
ASSAULT,AGGRAVATED: HANDGUN,N,41.886863814,-87.626851797
ROBBERY,ARMED: HANDGUN,N,41.926789142,-87.638012693
BATTERY,AGGRAVATED: HANDGUN,N,41.775378251,-87.645890263
BATTERY,AGGRAVATED: HANDGUN,N,41.853731004,-87.697008971
ROBBERY,ARMED: HANDGUN,Y,41.913183493,-87.753722024
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.772473983,-87.626759396
ROBBERY,ARMED: HANDGUN,N,41.938882329,-87.661889437
ROBBERY,ARMED: HANDGUN,N,41.889056178,-87.657350631
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.815793501,-87.627369296
BATTERY,AGGRAVATED: HANDGUN,N,41.810971101,-87.726150236
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.788613745,-87.661157035
BATTERY,AGGRAVATED: HANDGUN,N,41.688213758,-87.613242582
BATTERY,AGGRAVATED: HANDGUN,N,41.838092148,-87.712176626
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.876357979,-87.630734859
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Y,41.915907985,-87.733842274
ASSAULT,AGGRAVATED: HANDGUN,N,41.895389368,-87.723944549
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.76180325,-87.701517396
ASSAULT,AGGRAVATED: HANDGUN,N,41.76057693,-87.684353972
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.900885003,-87.721677307
BATTERY,AGGRAVATED: HANDGUN,N,41.789044487,-87.699768553
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.751257242,-87.555309999
ASSAULT,AGGRAVATED: HANDGUN,N,41.836072755,-87.612644337
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.687268976,-87.649516311
ASSAULT,AGGRAVATED: HANDGUN,N,41.738349341,-87.556312203
ROBBERY,ARMED: HANDGUN,N,41.897500961,-87.692912571
ROBBERY,ARMED: HANDGUN,N,41.769070498,-87.626668445
ASSAULT,AGGRAVATED: HANDGUN,N,41.894256926,-87.723602715
ASSAULT,AGGRAVATED: HANDGUN,N,41.922723276,-87.773243044
ROBBERY,ARMED: HANDGUN,N,41.950795948,-87.732390577
ASSAULT,AGGRAVATED: HANDGUN,Y,41.944924994,-87.770067679
ROBBERY,ARMED: HANDGUN,N,41.916656651,-87.66656088
ROBBERY,ARMED: HANDGUN,N,42.019383301,-87.67275327
ROBBERY,ARMED: HANDGUN,N,41.936706844,-87.72711644
ROBBERY,ARMED: HANDGUN,N,41.924219899,-87.795263026
ASSAULT,AGGRAVATED: HANDGUN,N,41.86521919,-87.657737625
ROBBERY,ARMED: HANDGUN,N,41.743662951,-87.623865434
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.837868334,-87.7231548
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.904709475,-87.774238074
ASSAULT,AGGRAVATED: HANDGUN,N,41.860135843,-87.723776459
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.905719685,-87.768696869
BATTERY,AGGRAVATED: HANDGUN,N,41.847257061,-87.701440684
ASSAULT,AGGRAVATED: HANDGUN,N,41.805947267,-87.669760387
BATTERY,AGGRAVATED: HANDGUN,N,42.011590095,-87.664271381
ROBBERY,ARMED: HANDGUN,N,41.766114415,-87.572039808
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.757813579,-87.601707972
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.845724623,-87.724603259
ROBBERY,ARMED: HANDGUN,N,41.878085216,-87.741462754
BATTERY,AGGRAVATED: HANDGUN,N,41.877511892,-87.689476959
ROBBERY,ARMED: HANDGUN,N,41.813057171,-87.684561797
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.765973813,-87.656565846
ROBBERY,ARMED: HANDGUN,N,41.846388253,-87.635276214
ROBBERY,ARMED: HANDGUN,N,41.781350074,-87.613228101
ROBBERY,ARMED: HANDGUN,N,41.902801495,-87.772961683
ASSAULT,AGGRAVATED: HANDGUN,N,41.919004842,-87.725748145
ASSAULT,AGGRAVATED: HANDGUN,N,41.756890791,-87.644203756
ROBBERY,ARMED: HANDGUN,N,41.786943634,-87.71664539
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.841262105,-87.64393043
ASSAULT,AGGRAVATED: HANDGUN,N,41.67865949,-87.620527559
ASSAULT,AGGRAVATED: HANDGUN,N,41.707762521,-87.623535162
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.851393305,-87.723903515
ROBBERY,ARMED: HANDGUN,N,41.879265997,-87.743743217
ROBBERY,ARMED: HANDGUN,N,41.97069816,-87.710981879
ROBBERY,ARMED: HANDGUN,N,41.754467268,-87.693500864
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.799656157,-87.742947849
ROBBERY,ARMED: HANDGUN,N,42.020226133,-87.66948762
ROBBERY,ARMED: HANDGUN,N,41.891948167,-87.628073894
BATTERY,AGGRAVATED: HANDGUN,N,41.789275782,-87.620300857
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.842709067,-87.626890005
BATTERY,AGGRAVATED: HANDGUN,N,41.861538108,-87.720158188
ROBBERY,ARMED: HANDGUN,N,41.878034263,-87.721271021
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.728329967,-87.543046806
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.853179279,-87.69303556
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.766396489,-87.643196637
BATTERY,AGGRAVATED: HANDGUN,N,41.762576661,-87.649201143
ROBBERY,ARMED: HANDGUN,N,41.883090218,-87.680115442
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750692189,-87.640682314
BATTERY,AGGRAVATED: HANDGUN,N,41.895943776,-87.746616401
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.901301755,-87.726261294
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.865659093,-87.72515212
ASSAULT,AGGRAVATED: HANDGUN,N,41.775815434,-87.615515359
ROBBERY,ARMED: HANDGUN,N,41.963412246,-87.711986716
BATTERY,AGGRAVATED: HANDGUN,N,41.873110209,-87.745800868
ASSAULT,AGGRAVATED: HANDGUN,N,41.784695671,-87.686629787
ROBBERY,ARMED: HANDGUN,N,41.858718636,-87.735562404
ROBBERY,ARMED: HANDGUN,N,41.717977525,-87.631682478
ASSAULT,AGGRAVATED: HANDGUN,N,41.683935861,-87.721810757
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.881854367,-87.724388981
ASSAULT,AGGRAVATED: HANDGUN,N,41.906939449,-87.730101936
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.690730451,-87.626526984
ROBBERY,ARMED: HANDGUN,N,41.958223202,-87.752391243
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.872399607,-87.718057009
CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,N,41.870970438,-87.7044859
BATTERY,AGGRAVATED: HANDGUN,N,41.872362366,-87.713174069
ROBBERY,ARMED: HANDGUN,Y,41.755970933,-87.65704844
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.951585603,-87.746047583
ASSAULT,AGGRAVATED: HANDGUN,N,41.796947192,-87.690232649
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.793254334,-87.649993487
BATTERY,AGGRAVATED: HANDGUN,N,41.875457766,-87.710111215
ASSAULT,AGGRAVATED: HANDGUN,N,41.864525633,-87.709784193
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.796424459,-87.650073499
ASSAULT,AGGRAVATED: HANDGUN,N,41.794509508,-87.633301738
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.664294511,-87.641455374
BATTERY,AGGRAVATED: HANDGUN,N,41.883091959,-87.679939156
ROBBERY,ARMED: HANDGUN,N,41.877616294,-87.751194088
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.777309867,-87.640802922
ASSAULT,AGGRAVATED: HANDGUN,N,41.745047697,-87.601372888
ROBBERY,ARMED: HANDGUN,N,41.871153661,-87.732035659
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.919580315,-87.726631881
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.734993723,-87.631918643
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.761554534,-87.644857599
ROBBERY,ARMED: HANDGUN,N,41.745394001,-87.600163368
ROBBERY,ARMED: HANDGUN,N,41.869934135,-87.715800643
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.934415296,-87.714745336
ROBBERY,ARMED: HANDGUN,N,41.976865783,-87.657827653
ASSAULT,AGGRAVATED: HANDGUN,Y,41.78443814,-87.702501543
ROBBERY,ARMED: HANDGUN,N,41.775098286,-87.645882255
ROBBERY,ARMED: HANDGUN,N,41.747151689,-87.605119758
ROBBERY,ARMED: HANDGUN,N,41.881691019,-87.627760728
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.758556862,-87.558120961
ROBBERY,ARMED: HANDGUN,N,41.91443442,-87.634810768
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.779117729,-87.654491847
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.736609574,-87.647282121
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.899519249,-87.721326693
BATTERY,AGGRAVATED: HANDGUN,N,41.892154434,-87.754275788
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.759504924,-87.612699024
ROBBERY,ARMED: HANDGUN,N,41.894351454,-87.660901589
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.961607405,-87.730678573
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.942599013,-87.737664966
ROBBERY,ARMED: HANDGUN,Y,41.801223437,-87.675325173
BATTERY,AGGRAVATED: HANDGUN,N,41.765893458,-87.684498337
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.760384152,-87.672201921
ROBBERY,ARMED: HANDGUN,N,41.831085608,-87.619103181
ROBBERY,ARMED: HANDGUN,N,41.772997321,-87.680907411
ASSAULT,AGGRAVATED: HANDGUN,N,41.862986237,-87.686487579
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.775331973,-87.702392815
ROBBERY,ARMED: HANDGUN,N,42.015975005,-87.671320264
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.84238663,-87.623553916
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.758090031,-87.633756319
ASSAULT,AGGRAVATED: HANDGUN,N,41.852968608,-87.668514789
ASSAULT,AGGRAVATED: HANDGUN,N,41.873934562,-87.755751088
ROBBERY,ARMED: HANDGUN,Y,41.909407901,-87.763135333
ASSAULT,AGGRAVATED: HANDGUN,N,41.895209885,-87.620328483
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748270455,-87.642753174
ASSAULT,AGGRAVATED: HANDGUN,Y,41.788226224,-87.661997123
ASSAULT,AGGRAVATED: HANDGUN,N,41.782267227,-87.602453003
ASSAULT,AGGRAVATED: HANDGUN,N,41.754714426,-87.617696604
ROBBERY,ARMED: HANDGUN,N,41.761619026,-87.590874042
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.853538819,-87.693042986
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.874632814,-87.685022614
ASSAULT,AGGRAVATED: HANDGUN,N,41.766172478,-87.669924818
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.740615741,-87.542976793
ASSAULT,AGGRAVATED: HANDGUN,N,41.689005132,-87.619120961
BATTERY,AGGRAVATED: HANDGUN,N,41.783432002,-87.615701737
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.79421206,-87.732997388
ASSAULT,AGGRAVATED: HANDGUN,N,41.81647342,-87.594536554
BATTERY,AGGRAVATED: HANDGUN,N,41.965665617,-87.718171604
BATTERY,AGGRAVATED: HANDGUN,N,41.856480223,-87.675963059
ROBBERY,ARMED: HANDGUN,N,41.7492026,-87.69626863
ROBBERY,ARMED: HANDGUN,N,41.836385231,-87.66571041
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.9105227,-87.747452808
BATTERY,AGGRAVATED: HANDGUN,N,41.683369303,-87.622829524
BATTERY,AGGRAVATED: HANDGUN,N,41.721005667,-87.643202686
ASSAULT,AGGRAVATED: HANDGUN,N,41.798753039,-87.7147388
ASSAULT,AGGRAVATED: HANDGUN,N,41.764086755,-87.672295869
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.876562146,-87.762604889
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.894527308,-87.718726177
ROBBERY,ARMED: HANDGUN,Y,42.020099908,-87.669488933
ASSAULT,AGGRAVATED: HANDGUN,N,41.85818581,-87.722440438
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.694335463,-87.629039582
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.767448959,-87.585957168
ROBBERY,ARMED: HANDGUN,N,41.721251232,-87.659610434
ASSAULT,AGGRAVATED: HANDGUN,N,41.937740973,-87.764018706
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.968167905,-87.734702055
ROBBERY,ARMED: HANDGUN,N,41.89224877,-87.647345357
ROBBERY,ARMED: HANDGUN,N,41.869898381,-87.718855684
ASSAULT,AGGRAVATED: HANDGUN,N,41.753301733,-87.661899406
ROBBERY,ARMED: HANDGUN,N,41.955654789,-87.714606162
BATTERY,AGGRAVATED: HANDGUN,N,41.654776654,-87.615865589
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.860175271,-87.709147333
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.72951522,-87.559536302
ROBBERY,ARMED: HANDGUN,N,41.962340543,-87.722968739
ASSAULT,AGGRAVATED: HANDGUN,N,41.925266618,-87.719452798
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.76500206,-87.657452117
ASSAULT,AGGRAVATED: HANDGUN,N,41.753363637,-87.647752417
ASSAULT,AGGRAVATED: HANDGUN,Y,41.893438015,-87.767897856
ASSAULT,AGGRAVATED: HANDGUN,N,41.896822793,-87.746784662
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.843815291,-87.715989472
ROBBERY,ARMED: HANDGUN,N,41.908093658,-87.774348146
ASSAULT,AGGRAVATED: HANDGUN,N,41.937718208,-87.723769599
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.902553158,-87.758255623
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748963287,-87.605176241
ROBBERY,ARMED: HANDGUN,N,41.873895971,-87.701016805
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.756689862,-87.663593994
ROBBERY,ARMED: HANDGUN,N,41.886012928,-87.629505318
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.879464794,-87.748272712
ASSAULT,AGGRAVATED: HANDGUN,N,41.874347614,-87.726230034
ASSAULT,AGGRAVATED: HANDGUN,N,41.880070565,-87.753543987
BATTERY,AGGRAVATED: HANDGUN,N,41.824976728,-87.633795457
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886530554,-87.74438154
ROBBERY,ARMED: HANDGUN,N,41.894884155,-87.761233398
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.744409214,-87.547902775
ASSAULT,AGGRAVATED: HANDGUN,N,41.78431679,-87.657051306
ROBBERY,ARMED: HANDGUN,N,41.854362447,-87.728026804
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.764553254,-87.641526599
ASSAULT,AGGRAVATED: HANDGUN,N,41.737865442,-87.637980582
BATTERY,AGGRAVATED: HANDGUN,N,41.91714407,-87.728312029
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.783844485,-87.700842728
ROBBERY,ARMED: HANDGUN,N,41.784524829,-87.660701084
ROBBERY,ARMED: HANDGUN,Y,41.892603428,-87.704001961
ROBBERY,ARMED: HANDGUN,N,41.922509394,-87.756099563
ROBBERY,ARMED: HANDGUN,N,41.771521464,-87.683429837
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.799060595,-87.641632348
BATTERY,AGGRAVATED: HANDGUN,N,41.794775359,-87.673106456
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.877949612,-87.703583945
ROBBERY,ARMED: HANDGUN,N,41.776099582,-87.645361967
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.751013358,-87.620948009
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.972364558,-87.656304974
ROBBERY,ARMED: HANDGUN,N,41.867182042,-87.716895493
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.802111189,-87.694032033
ASSAULT,AGGRAVATED: HANDGUN,N,41.789630324,-87.663240227
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.858760768,-87.732592274
ASSAULT,AGGRAVATED: HANDGUN,N,41.90227194,-87.753629703
BATTERY,AGGRAVATED: HANDGUN,N,41.817893778,-87.623065054
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.860165219,-87.726213694
ROBBERY,ARMED: HANDGUN,N,41.868252515,-87.63045648
ROBBERY,ARMED: HANDGUN,Y,41.887384761,-87.624550742
BATTERY,AGGRAVATED: HANDGUN,N,41.872951274,-87.689045413
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.979290186,-87.781246996
ASSAULT,AGGRAVATED: HANDGUN,N,41.76444827,-87.565388333
ROBBERY,ARMED: HANDGUN,N,41.757435724,-87.634467122
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.882363578,-87.755487899
ASSAULT,AGGRAVATED: HANDGUN,N,41.867472266,-87.697148073
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.688879033,-87.629373689
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.899032643,-87.7252947
ASSAULT,AGGRAVATED: HANDGUN,N,41.793924612,-87.673580917
ASSAULT,AGGRAVATED: HANDGUN,N,41.866235211,-87.720473094
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.902029991,-87.693098736
